Flow Duration,Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd IAT Mean,Bwd IAT Mean,Average Packet Size,Packet Length Std,Subflow Bwd Bytes,FWD Init Win Bytes,src_ip
0.36135005950927734,6,6,17520.406689838823,33.208794863065215,677.8333333333334,377.3333333333333,0.023360586166381835,0.042192602157592775,527.5833333333334,515.7942836592468,2264,0.0,172.217.17.67
7.644176006317139,10,11,884.4641978955897,2.74718949205848,552.0,112.81818181818181,0.03337976667616102,0.7339051961898804,321.95238095238096,444.9907945747145,1241,0.0,192.168.10.6
7.580748081207275,12,12,1059.5260406966142,3.165914464232911,560.3333333333334,109.0,0.02196955680847168,0.6620644439350475,334.6666666666667,419.14542689726306,1308,0.0,172.217.17.34
6.1739161014556885,9,9,1502.1260165510464,2.9154915136854473,915.4444444444445,115.0,0.024774253368377686,0.746953010559082,515.2222222222222,555.3019754607553,1035,0.0,192.168.10.6
6.400442123413086,7,7,1145.0771460287424,2.1873488940377124,931.4285714285714,115.57142857142857,0.0335848331451416,1.0331421693166096,523.5,552.0321872085773,809,0.0,192.168.10.6
6.169290065765381,9,10,1384.7622512364605,3.0797708970493676,629.6666666666666,287.6,0.014636874198913574,0.6724661191304525,449.63157894736844,486.29536297953905,2876,0.0,216.58.208.228
6.416372060775757,8,8,1027.839398577932,2.4936209821450968,532.875,291.5,0.016207865306309292,0.8944218499319894,412.1875,477.9801537132583,2332,0.0,172.217.19.227
16.628221035003662,13,13,660.9245797770681,1.5636068311377407,651.8461538461538,193.53846153846155,0.03776840368906657,1.3382071654001872,422.6923076923077,492.60350487765663,2516,0.0,192.168.10.6
16.697569847106934,14,15,456.23405500051945,1.7367796790515968,462.42857142857144,76.26666666666667,0.02805491594167856,1.156523925917489,262.6896551724138,398.9726551383653,1144,0.0,172.217.17.67
3.9922008514404297,1,1,50.097679811835576,0.5009767981183557,100.0,100.0,0.0,0.0,100.0,0.0,100,0.0,192.168.10.18
6.182146072387695,12,12,2310.5245060123875,3.88214702774414,733.5,456.8333333333333,0.024876724589954723,0.5340691046281294,595.1666666666666,564.5355514835969,5482,0.0,192.168.10.6
6.217319965362549,13,14,1401.7293702997968,4.342707171324672,476.84615384615387,179.71428571428572,0.02868864933649699,0.45177355179419887,322.77777777777777,385.26328980209854,2516,0.0,172.217.19.206
0.45011401176452637,8,8,21261.27991991165,35.54654950037475,953.25,243.0,0.00011014938354492188,0.037618705204554966,598.125,570.6397588452807,1944,0.0,192.168.10.6
0.4066040515899658,8,8,24591.491306838605,39.35032112305407,679.625,570.25,0.017144271305629184,0.03701015881129673,624.9375,534.7965113889113,4562,0.0,216.58.208.238
0.2410898208618164,4,5,22170.160402846508,37.33048524333369,927.0,327.4,0.0009509722391764323,0.028349757194519043,593.8888888888889,565.868937405993,1637,0.0,192.168.10.6
0.1782221794128418,5,6,33043.02539336845,61.720713079818815,800.0,314.8333333333333,0.028996288776397705,0.01244659423828125,535.3636363636364,526.2317624094873,1889,0.0,172.217.19.230
0.058320045471191406,1,1,3257.8849770248394,34.29352607394568,95.0,95.0,0.0,0.0,95.0,0.0,95,0.0,192.168.10.6
0.07308506965637207,1,1,2572.3448152123206,27.365370374599156,94.0,94.0,0.0,0.0,94.0,0.0,94,0.0,192.168.10.6
9.5367431640625e-07,1,1,568328192.0,2097152.0,271.0,271.0,0.0,0.0,271.0,0.0,271,0.0,192.168.10.1
0.0,1,1,0.0,0.0,141.0,110.0,0.0,0.0,125.5,15.5,110,0.0,192.168.10.1
0.008765935897827148,1,1,12320.418636277096,228.1559006717981,54.0,54.0,0.0,0.0,54.0,0.0,54,1072.0,59.103.21.79
0.008710861206054688,1,1,12398.314867527917,229.59842347273923,54.0,54.0,0.0,0.0,54.0,0.0,54,255.0,192.168.10.6
18.01217007637024,956,956,9305.375159647409,106.15045227161772,87.47803347280335,87.84623430962343,0.008244459791333264,0.010606702584870823,87.66213389121339,98.84170107599897,83981,0.0,192.168.10.6
0.5681290626525879,7,7,11458.663933868982,24.642288029825767,854.2857142857143,75.71428571428571,0.04527000586191813,0.02337149779001872,465.0,540.5651804229665,530,0.0,192.168.10.6
17.979764938354492,3591,3592,513446.86827951827,399.5046667533012,1284.8362573099416,1285.581013363029,0.0020675153121310686,0.0029399556988827934,1285.2086871780593,89.013052005016,4617807,0.0,182.176.138.140
0.581942081451416,9,10,25712.18077696139,32.64929725070283,636.7777777777778,923.2,0.04489961266517639,0.024749332004123263,787.5263157894736,545.9893355832485,9232,0.0,172.217.19.202
3.0750768184661865,1,1,116.4198558716222,0.6503902562660459,179.0,179.0,0.0,0.0,179.0,0.0,179,0.0,192.168.10.7
0.4230520725250244,7,8,15825.475006044266,35.45662809419925,858.2857142857143,85.875,0.03289167086283366,0.032148735863821845,446.3333333333333,525.3134514004208,687,0.0,192.168.10.6
0.3158688545227051,7,7,20736.454089142168,44.322191946258066,592.2857142857143,343.42857142857144,0.019199808438618977,0.023368159929911297,467.85714285714283,491.68367548119176,2404,0.0,172.217.17.34
0.4468259811401367,5,6,18197.24085706175,24.618085035995485,823.6,668.8333333333334,0.046661972999572754,0.051974010467529294,739.1818181818181,590.1574240183436,4013,0.0,192.168.10.6
0.4864819049835205,6,7,11936.723525609264,26.722473882025216,677.5,248.85714285714286,0.01913418769836426,0.05548767248789469,446.6923076923077,499.42911788058797,1742,0.0,172.217.19.206
